id,e_number,name,common_name,slug,category,origin,risk_score,longevity_impact,adi_value,adi_source,children_note,health_effects,common_products,avoidance_tips,natural_alternatives,short_description,long_description,meta_title,meta_description,scientific_studies,livsmedelsverket_data,created_at,updated_at,is_published
08c7f3f0-e222-44a0-bc8f-9725acfdf8d3,E413,Dragant,Tragakanth,e413-dragant,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,,Quantum satis,Säkert för barn,"{""neutral"":[""Dyr råvara""],""negative"":[],""positive"":[""Helt naturlig"",""Traditionellt använd""]}","{""note"":""Premium naturligt förtjockningsmedel"",""categories"":[""Glass"",""Konditoriprodukter""]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Dragant är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Dragant (E413) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E413 Dragant - lågrisk Emulgerings-, stabiliserings-, förtjo","E413 (Dragant) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter.",,,2025-09-15 16:30:24.54971+00,2025-09-17 09:09:08.753636+00,true
094431f0-269e-4671-a734-bdb5d77c0442,E623,Kalciumdiglutamat,Calcium Diglutamate,e623-kalciumdiglutamat,Smakförstärkare,Oklart ursprung,3,Neutral,20,WHO/EFSA,,"{""suspected"":[""Illamående""],""documented"":[""MSG-känslighet"",""Huvudvärk""],""risk_groups"":[""MSG-känsliga personer""]}","[{""category"":""Snacks"",""products"":[""Chips"",""Såser""],""average_amount"":""100-500mg per portion""}]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Kalciumdiglutamat är ett livsmedelstillsats som klassificeras som smakförstärkare.,Kalciumdiglutamat (E623) är ett smakförstärkare som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E623 Kalciumdiglutamat - lågrisk Smakförstärkare | E-ämnen G,"E623 (Kalciumdiglutamat) - Information om detta smakförstärkare. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:11:05.617617+00,2025-09-17 09:09:05.907916+00,true
09484413-194c-4c00-916d-b2e6b88210ab,E1521,Polyetylenglykol,,e1521-polyetylenglykol,Övriga tillsatser,Oklart ursprung,3,Neutral,,,,,,"[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Polyetylenglykol är ett livsmedelstillsats som klassificeras som övriga tillsatser.,Polyetylenglykol (E1521) är ett övriga tillsatser som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E1521 Polyetylenglykol - lågrisk Övriga tillsatser | E-ämnen,"E1521 (Polyetylenglykol) - Information om detta övriga tillsatser. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 17:45:11.847197+00,2025-09-17 09:08:55.758472+00,true
09b20a28-eec9-4e22-a83a-cfd71daf6797,E174,Silver,Silver,e174-silver,Färgämne,Oklart ursprung,3,Neutral,,,,,,"[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Silver är ett livsmedelstillsats som klassificeras som färgämne.,Silver (E174) är ett färgämne som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E174 Silver - lågrisk Färgämne | E-ämnen Guide,"E174 (Silver) - Information om detta färgämne. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:09:49.154712+00,2025-09-17 09:08:51.799195+00,true
0a07856e-6219-4aa5-8594-638965fa4e11,E586,4-hexylresorcinol,Hexylresorcinol,e586-4-hexylresorcinol,Antioxidationsmedel,Oklart ursprung,3,Neutral,0.5,mg/kg kroppsvikt/dag - EFSA,Begränsad användning för barn,"{""neutral"":[""Begränsad användning""],""negative"":[""Syntetisk kemikalie""],""positive"":[""Förhindrar brunfärgning""]}","{""note"":""Anti-brunfärgning"",""categories"":[""Färsk frukt"",""Skaldjur""]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",4-hexylresorcinol är ett livsmedelstillsats som klassificeras som antioxidationsmedel.,4-hexylresorcinol (E586) är ett antioxidationsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E586 4-hexylresorcinol - lågrisk Antioxidationsmedel | E-ämn,"E586 (4-hexylresorcinol) - Information om detta antioxidationsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 16:28:46.013759+00,2025-09-17 09:08:47.945981+00,true
0c2fe6ac-07ff-4e32-919c-e80c20970d98,E641,L-Leucin,Essentiell aminosyra,e641-l-leucin,Övriga tillsatser,Oklart ursprung,3,Neutral,,Quantum satis,Mycket fördelaktigt för barn,"{""neutral"":[""Proteinkomponent""],""negative"":[],""positive"":[""Essentiell aminosyra"",""Muskeluppbyggnad"",""Naturlig""]}","{""note"":""Essentiell aminosyra"",""categories"":[""Kosttillskott"",""Proteinprodukter""]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",L-Leucin är ett livsmedelstillsats som klassificeras som övriga tillsatser.,L-Leucin (E641) är ett övriga tillsatser som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,E641 L-Leucin - lågrisk Övriga tillsatser | E-ämnen Guide,"E641 (L-Leucin) - Information om detta övriga tillsatser. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 16:28:46.013759+00,2025-09-17 09:08:52.860414+00,true
0d189fc1-1dd1-433d-b063-c005e7fc2e90,E493,Sorbitanmonolaurat,,e493-sorbitanmonolaurat,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,,,,,,"[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Sorbitanmonolaurat är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Sorbitanmonolaurat (E493) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E493 Sorbitanmonolaurat - lågrisk Emulgerings-, stabiliserin","E493 (Sorbitanmonolaurat) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden och säkerhe",,,2025-09-15 17:43:37.938721+00,2025-09-17 09:08:54.437671+00,true
0d337586-320b-40a7-a73f-a26f8e2a9261,E628,Dikaliumguanylat,Kaliumsalt av guanylsyra,e628-dikaliumguanylat,Övriga tillsatser,Oklart ursprung,3,Neutral,,Quantum satis,Fördelaktigt för barn (kalium),"{""neutral"":[""Ersätter natriumvarianten""],""negative"":[],""positive"":[""Smakförstärkare"",""Kalium istället för natrium""]}","{""note"":""Kaliumalternativ"",""categories"":[""Hälsosamma snacks"",""Kryddor""]}","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Dikaliumguanylat är ett livsmedelstillsats som klassificeras som övriga tillsatser.,Dikaliumguanylat (E628) är ett övriga tillsatser som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,"E628 Dikaliumguanylat - lågrisk Övriga tillsatser | E-ämnen ","E628 (Dikaliumguanylat) - Information om detta övriga tillsatser. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 16:28:46.013759+00,2025-09-17 09:08:54.807054+00,true
0df3ac4d-09e9-42e1-8464-0693691b9b57,E1412,Distärkelsefosfat,,e1412-distarkelsefosfat,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,0,EFSA - Ej specificerat ADI (allmänt säker),,,,"[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Distärkelsefosfat är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Distärkelsefosfat (E1412) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E1412 Distärkelsefosfat - lågrisk Emulgerings-, stabiliserin","E1412 (Distärkelsefosfat) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden och säkerhe",,,2025-09-15 17:43:37.938721+00,2025-09-17 09:08:49.261785+00,true
0fe22a54-b683-4264-8450-232493f32059,E513,Svavelsyra,Sulfuric Acid,e513-svavelsyra,Surhetsreglerande medel,Oklart ursprung,3,Neutral,,,,,,"[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]",Svavelsyra är ett livsmedelstillsats som klassificeras som surhetsreglerande medel.,Svavelsyra (E513) är ett surhetsreglerande medel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.,"E513 Svavelsyra - lågrisk Surhetsreglerande medel | E-ämnen ","E513 (Svavelsyra) - Information om detta surhetsreglerande medel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:11:05.617617+00,2025-09-17 09:08:49.506773+00,true
104f889c-9f56-4542-a52c-073440cf31c7,E283,Kaliumpropionat,Kaliumsalt av propionsyra,e283-kaliumpropionat,Konserveringsmedel,Syntetiskt konserveringsmedel,4,Neutral,,Quantum satis,Säkert för barn,"{""neutral"":[""Mindre vanligt än E281/E282""],""negative"":[],""positive"":[""Effektiv mögelkontroll""]}","{""note"":""Mindre vanligt"",""categories"":[""Bakverk"",""Vissa ostar""]}","[""Begränsa intaget"",""Välj färska produkter när möjligt"",""Läs etiketter noga""]","[""Salt"",""Socker"",""Naturlig fermentering"",""Frysning""]",Konserveringsmedel som förhindrar bakterietillväxt och förlänger hållbarheten.,"Kaliumpropionat (E283) är ett konserveringsmedel som används för att förhindra tillväxt av skadliga bakterier, jäst och mögel i livsmedel. Medan det hjälper till att bibehålla livsmedelssäkerheten, kan vissa konserveringsmedel orsaka allergiska reaktioner eller störa den naturliga tarmfloran vid höga intag.","E283 Kaliumpropionat - lågrisk Konserveringsmedel | E-ämnen ","E283 (Kaliumpropionat) - Information om detta konserveringsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 16:21:34.824459+00,2025-09-17 09:09:07.365719+00,true
10611606-5809-4130-bac4-cbfcf526fc44,E1414,Acetylerat distärkelsefosfat,,e1414-acetylerat-distarkelsefosfat,"Emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel",Oklart ursprung,3,Neutral,,Inget ADI-värde krävs - GRAS status,,"{""benefits"":[""Förbättrar textur"",""Stabil vid olika pH-värden""],""suspected"":[],""documented"":[],""risk_groups"":[]}","[{""category"":""Mejeriprodukter"",""products"":[""Yoghurt"",""Grädde"",""Dressingar""],""average_amount"":""0.5-2%""},{""category"":""Bakverk"",""products"":[""Kakor"",""Tårtor"",""Bröd""],""average_amount"":""1-3%""}]","[""Begränsa intaget av processade livsmedel"",""Välj naturliga alternativ när möjligt""]","[""Naturliga alternativ"",""Ekologiska produkter"",""Hemgjorda alternativ""]","Acetylerat distärkelsefosfat är ett livsmedelstillsats som klassificeras som emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel.","Acetylerat distärkelsefosfat (E1414) är ett emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel som används i livsmedelsindustrin. Som med alla livsmedelstillsatser rekommenderas måttlig konsumtion och att läsa ingrediensförteckningar för att fatta informerade val om din kost.","E1414 Acetylerat distärkelsefosfat - lågrisk Emulgerings-, s","E1414 (Acetylerat distärkelsefosfat) - Information om detta emulgerings-, stabiliserings-, förtjocknings- och geleringsmedel. Hälsoeffekter, användningsområden ",,,2025-09-15 17:43:37.938721+00,2025-09-17 09:08:52.800629+00,true
10741725-23b3-404b-8d41-59b3305342a9,E235,Natamycin,Natamycin,e235-natamycin,Konserveringsmedel,Syntetiskt konserveringsmedel,4,Neutral,0.3,WHO/EFSA,,,,"[""Begränsa intaget"",""Välj färska produkter när möjligt"",""Läs etiketter noga""]","[""Salt"",""Socker"",""Naturlig fermentering"",""Frysning""]",Konserveringsmedel som förhindrar bakterietillväxt och förlänger hållbarheten.,"Natamycin (E235) är ett konserveringsmedel som används för att förhindra tillväxt av skadliga bakterier, jäst och mögel i livsmedel. Medan det hjälper till att bibehålla livsmedelssäkerheten, kan vissa konserveringsmedel orsaka allergiska reaktioner eller störa den naturliga tarmfloran vid höga intag.",E235 Natamycin - lågrisk Konserveringsmedel | E-ämnen Guide,"E235 (Natamycin) - Information om detta konserveringsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:07:23.423761+00,2025-09-17 09:09:04.989666+00,true
10bc0da4-e582-4d93-98a9-c4b91c9e7d1e,E203,Kalciumsorbat,Calcium Sorbate,e203-kalciumsorbat,Konserveringsmedel,Syntetiskt konserveringsmedel,4,Neutral,25.0,WHO/EFSA,,,,"[""Begränsa intaget"",""Välj färska produkter när möjligt"",""Läs etiketter noga""]","[""Salt"",""Socker"",""Naturlig fermentering"",""Frysning""]",Konserveringsmedel som förhindrar bakterietillväxt och förlänger hållbarheten.,"Kalciumsorbat (E203) är ett konserveringsmedel som används för att förhindra tillväxt av skadliga bakterier, jäst och mögel i livsmedel. Medan det hjälper till att bibehålla livsmedelssäkerheten, kan vissa konserveringsmedel orsaka allergiska reaktioner eller störa den naturliga tarmfloran vid höga intag.",E203 Kalciumsorbat - lågrisk Konserveringsmedel | E-ämnen Gu,"E203 (Kalciumsorbat) - Information om detta konserveringsmedel. Hälsoeffekter, användningsområden och säkerhetsaspekter. Komplett E-ämnen guide.",,,2025-09-15 15:05:11.187135+00,2025-09-17 09:09:00.937903+00,true
